[2025-10-12 10:13:29] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:29] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:29] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:29] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:30] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:30] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:30] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:30] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:30] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:30] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:30] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:30] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:31] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:31] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:31] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:31] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:31] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:31] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:31] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:31] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:32] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:32] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:32] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:32] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:32] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:32] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:32] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:33] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:33] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:33] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:33] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:33] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:33] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:33] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:33] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:34] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:34] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:34] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:34] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:34] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:34] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:34] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:34] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:35] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:35] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:35] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:35] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:35] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:35] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:35] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:35] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:36] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:36] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:36] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:36] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:36] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:36] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:36] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:36] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:37] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:37] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:37] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:37] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:37] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:37] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:37] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:38] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:38] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:38] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:38] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:38] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:38] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:38] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:38] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:39] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:39] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:39] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:39] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:39] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:39] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:39] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:40] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:40] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:40] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:40] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
[2025-10-12 10:13:40] [DEBUG] [MulticastManager] [MULTICAST] Broadcast to ROOM_0_2464133200496 at 239.0.0.10:5105 (Thread: MainThread, Func: broadcast_to_room)
